n,d,s,seed,case,sketch_err_logits_hs,sketch_err_output_hs,fp_err_logits_hs,fp_err_output_hs,total_err_logits_hs,total_err_output_hs,ref_logits_hs,ref_output_hs,runtime_ms
64,64,8,2,full_fp32_sk8,184.56884418855608,37.98354665163017,2.9432838307679495e-05,1.1960057546110036e-05,184.56884629003076,37.983547397147746,60.91230010858918,11.352471320957205,0.3522949991747737
64,64,16,2,full_fp32_sk16,143.6915395796455,26.933247905052234,3.148646553962361e-05,1.3338345233861989e-05,143.69153730965687,26.933246852240934,60.91230010858918,11.352471320957205,0.1856339949881658
64,64,24,2,full_fp32_sk24,100.98330574272902,17.72440223160946,2.216954528038415e-05,8.966782695954986e-06,100.98330651609513,17.724403530027548,60.91230010858918,11.352471320957205,0.11970800551353022
64,64,32,2,full_fp32_sk32,91.53454824041458,18.726014204413033,2.2793845809292024e-05,9.060358930740832e-06,91.53454754142442,18.72601463844695,60.91230010858918,11.352471320957205,0.12201999925309792
64,64,8,2,full_fp16_sk8,184.56884418855608,37.98354665163017,0.10310737012266614,0.04800149592577048,184.571454022483,37.98650776011909,60.91230010858918,11.352471320957205,0.7329689979087561
64,64,16,2,full_fp16_sk16,143.6915395796455,26.933247905052234,0.07537581652966584,0.02788640158525649,143.69864997834551,26.93073101668496,60.91230010858918,11.352471320957205,0.8988110057543963
64,64,24,2,full_fp16_sk24,100.98330574272902,17.72440223160946,0.0631743769110101,0.021687915869089507,100.97410820701887,17.723238766302323,60.91230010858918,11.352471320957205,0.9872759983409196
64,64,32,2,full_fp16_sk32,91.53454824041458,18.726014204413033,0.05537190290205591,0.02428907965340778,91.53553989507441,18.72925365200018,60.91230010858918,11.352471320957205,1.08136599737918
64,64,8,2,mixed_fp16_sk8,184.56884418855608,37.98354665163017,0.0947698127948593,0.029923498245936455,184.57149664334628,37.98547348831106,60.91230010858918,11.352471320957205,0.30213699938030913
64,64,16,2,mixed_fp16_sk16,143.6915395796455,26.933247905052234,0.06818356415894619,0.02193659477538815,143.69959507414205,26.933012567566237,60.91230010858918,11.352471320957205,0.4554070037556812
64,64,24,2,mixed_fp16_sk24,100.98330574272902,17.72440223160946,0.05808650559511674,0.015475548983017059,100.97519582429479,17.723715147683304,60.91230010858918,11.352471320957205,0.48399400111520663
